data,candidates,QID,row,columns,quality,description,aliases,P31,P279,sitelink
TEM,Pieter Mulier,Q666337,0,0,2,Dutch Golden Age painter active in Italy (1637–1701),"Cavalier Pietro Tempesta|Pieter Mulier II|Pietro Mulier Olandese|Pietro Mulieri|Pieter de Mulieribus|Pietro Mylo|Teempeest Mulier|Pieter Tempesta il Giovane|Pietro Tempeest|Pietro Tenpesta|Pieter Molier|Pieter, II Mulier|Pietro Tempeste|Petrus De Mulieribus|Pietro Tempesta|Il Tempesta Mulier|Pr Molier|Pietro Muller|Pietro Molyer|Il Cavaliere Tempesta|Pieter Mulier, Il Cavalier Tempesta|Pietro Tempestre|Il Tempesta|Petrus de Mulieribus|Pieter Mulier the Younger|Pietro Mulier|Pieter, the younger Mulier|Pieter II Mulier|Pietro Mullener|Pieter, le jeune Mulier|Pietro (Pieter Mulier the younger) Tempesta|Tempesta Molyn|Pieter, le jeune Molyn|Tempesta of Genoa|Pieter Mulier gen. Tempesta|pieter mulier d. j.|gen. Cavaliere Tempesta peter de molyn|P Mulier|Pietro Olandese|Mulier Pieter d.J. gen. il cavaliere Tempesta|Pr. Mulier|genannt der Ritter Tempesta Mulier Peter|Cavalier Tempesta|Cavaglier Tempesta|Pieter de, Genannt Tempesta Mulier|Tempeste de Genne|ou Molyn Tempesta Pierre Moulyer|Pietro De Mulieribus detto il Tempesta|Tempesta di Genova|Pietro Mulieri detto il Tempesta|genannt IL CAVALIERE TEMPESTA PIETER MULIER D. J.|Tempestoso|Tempeest|Tempest|genannt tempesta pieter mulier|Mulier|Mylo|Molier|Monsieur Tempesta|genannt der Ritter Tempesta Peter Mulier|Tempestow|Tempetta|Molièribous dit Tempesta|p. mulier d. j.|surnommé Tempeste, de Gênes Molyn|gen. Tempesta Piter Mallyn|Pet. Tempest|Tempesta Giovane|cav. Tempesta|P. Mullener|P. Molyer|Mouliere|Pieter Mulier genannt Tempesta|Tenpesta|Monsu` Tempeste|Monsu` Tempesta|Muijlier|Peter Mulier|Olandese|le Cavalier Pierre Tempeste|Olandese Pietro Tempesta|P. Tempete|gen. Tempesta Pieter Mulier|Cav.r Tempesta|Pr. Molier|Tempeste|Pietro Tempestino|Tempesta|Mullier Olandese|Pieter Mulier Der J. gen. Il Cavaliere Tempesta|Tempestre|gen. Tempesta Fet. Mollyn|called Cavaliere Tempesta Peter Molyn|Mulier Pieter genannt Tempesta|Genannt Tempesta Pieter Mulier d.J.|Piet Mulier|Peter Tempest|Pietro d'Olanda",Q5,,Pieter Mulier II
TEM,Tempest,Q128773961,0,0,2,New Zealand Hip-hop Producer,Hayden Muir,Q5,,
TEM,Hawker Tempest,Q723612,0,0,2,1944 fighter-bomber aircraft family,Tempest fighter-bomber|Tempest,Q15056993,Q69129709|Q69527046|Q385642,Hawker Tempest
TEM,Tempest,Q1057323,0,0,2,1958 film directed by Alberto Lattuada,La tempesta,Q11424,,Tempest (1958 film)
cash,Cash,Q16865420,1,0,1,family name,,Q101352,,Cash (surname)
cash,money,Q1368,1,0,1,object or record accepted as payment,cash|dough|monies|moolah|simoleon,Q931483|Q11105360,Q1643989|Q1659862|Q7598359,Money
cash,James Earl Cash,Q56613256,1,0,1,protagonist in the 2003 video game Manhunt,Cash,Q15632617|Q1569167,,James Earl Cash
cash,cash,Q693464,1,0,1,"money in the tangible form of currency, such as banknotes and coins",,,Q1368|Q8205328|Q140830|Q11105360,Cash
cash,cysteamine,Q617563,1,0,1,chemical compound,CI-9148|cysteamine hydrochloride|L-1573|beta-aminoethylthiol|2-amino-1-ethanethiol|MEA|beta-MEA|Cisteamina|Lambratene|(2-Mercaptoethyl)amine|Mercaptamin|Mercamine|2-Mercaptoethanamine|Cysteamin|2-aminoethane-1-thiol|Cysteinamine|b-Mercaptoethylamine|Cysteamide|b-Aminoethylthiol|b-Aminoethanethiol|Becaptan|Decarboxycysteine|Ethanethiolamine|2-Aminoethyl mercaptan|Mercamin|CASH|Aminoethyl mercaptan|Mecramine|Riacon|Merkamin|Lambraten|beta-Mercaptoethylamine|Mercaptaminum|Thioethanolamine|Cysteamine|beta-Aminoethylthiol|β-MEA|2-Aminoethanethiol|Mercaptamine|β-aminoethylthiol|2-Amino-1-ethanethiol|beta-Aminoethanethiol|Mercaptamina|2-AMINO-ethanethiol,Q113145171,Q11173,Cysteamine
cash,Cash,Q21235571,1,0,1,given name,,Q202444,,
cash,cash,Q8572111,1,0,1,style of former Chinese coins minted with central holes for transport on ropes and cords,Chinese cash,Q113813711,Q41207,Cash (Chinese coin)
cash,Cash,Q119847456,1,0,1,video game by Max Design,,Q7889,,
cash,Cashlez Worldwide Indonesia,Q96100153,1,0,1,Indonesian company,PT Cashlez Worldwide Indonesia Tbk.|CASH,Q891723,,
cash,Cashel,Q1002183,1,0,1,"town in South Tipperary, Ireland","Cashel, County Tipperary",Q3957,,"Cashel, County Tipperary"
cash,currency,Q8142,1,0,2,generally accepted medium of exchange for goods or services,monetary unit|unit of money|money unit|currencies,,Q11105360|Q47574|Q1368|Q65240001,Currency
cash,Curren$y,Q1144846,1,0,2,American rapper (born 1981),Shante Scott Franklin|Juke|Spitta Andretti|Shante Franklin|Shante Anthony Franklin|Currency,Q5,,Currensy
cash,Currency Press,Q5194999,1,0,2,specialist performing arts publisher in Australia,,Q2085381,,Currency Press
cash,Currency,Q63520572,1,0,2,"parish of Cook County, New South Wales, Australia",Parish of Currency|Currency Parish,Q28931760,,
cash,Almoravid dinar,Q12212542,1,0,2,a gold dinar coin minted under the Almoravid dynasty,currency,Q8142,,Almoravid dinar
cash,Currency,Q9197165,1,0,2,album by Lil Keke,,Q482994,,Currency (album)
cash,Currency.com,Q110462331,1,0,2,cryptocurrency exchange,"Currency Com US LLC , Currency Com, Currency Com Limited, Currency.com",Q4830453|Q13440398,,
cash,peso,Q4730,1,0,2,currency of Mexico,MX$|Mexican centavo|MXN|Mexican nuevo peso|currency of Mexico|Mexican new peso|Mexican peso,Q8142|Q1643989|Q244696,,Mexican peso
cash,Currency,Q5194988,1,0,2,2009 Malayalam film,,Q11424,,Currency (film)
cash,Currency,Q33696093,1,0,2,essay by George Lang,,Q47461344,,
cash,MONEY,Q18161929,1,0,2,UK musical group,,Q215380,,Money (band)
cash,Money,Q113128121,1,0,2,given name,,Q202444,,
cash,Money,Q105780702,1,0,2,vocal track by Elin Lanto; 2007 studio recording,,Q55850593,,
cash,Money,Q16862940,1,0,2,family name,,Q101352,,Money (surname)
cash,Money,Q134243842,1,0,2,English translation of the short story by Karel Čapek,,Q3331189,,
cash,Money,Q140165953,1,0,2,book published by Palgrave Macmillan UK (1969),,Q3331189,,
cash,Money,Q140146951,1,0,2,,,Q3331189,,
cash,Money,Q139968669,1,0,2,,,Q1980247,,
Tanga,Tanga,Q37435511,2,0,1,family name,,Q101352,,
Tanga,Tangnga Island,Q25273828,2,0,1,"island in Selayar Islands Regency, South Sulawesi Province, Indonesia",Tanga|Tanga Island,Q207524,,
Tanga,Tanga Region,Q389737,2,0,1,region of Tanzania,Tanga,Q845820,,Tanga Region
Tanga,Lake Tanganyika,Q5511,2,0,1,"lake between Tanzania, DR Congo, Burundi and Zambia",Tanganyika,Q23397,,Lake Tanganyika
Tanga,Tanga,Q152902,2,0,1,city in Tanzania,,Q515|Q2264924|Q1549591,,"Tanga, Tanzania"
Tanga,Tangara,Q1187535,2,0,1,genus of birds,tanagers|Tanagra,Q16521,,Tangara (bird)
Tanga,Vela,Q10521,2,0,1,constellation in the southern celestial hemisphere,Vel|Velorum|The Sails,Q8928,,Vela (constellation)
Tanga,G-string,Q5426205,2,0,1,"strip of cloth passed from front to back between the legs, attached to and supported by a cord or band around the waist",tanga|thong,,Q1065579|Q198763,G-string
Tanga,1595 Tanga,Q141209,2,0,1,asteroid,Tanga,Q3863,,1595 Tanga
Tanga,Noho,Q34979,2,0,1,Bantu language of Cameroon,Old Malimba|Noho language|Batanga|Tanga language|Tanga,Q34770|Q1288568,Q33146,Tanga language
Tanga,Tanga District,Q10823935,2,0,2,"district in Tanga Region, Tanzania",,Q2409750,,Tanga City Council
uncia,uncia,Q1645564,3,0,1,ancient Roman unit of length,pollex,Q21480825|Q1978718,,Uncia (unit)
uncia,Uncia,Q19817052,3,0,1,genus of mammals,,Q16521,,
uncia,uncia,Q1052833,3,0,1,monetary denomination of ancient Italy,,Q918448|Q113813711,Q952064,Uncia (coin)
uncia,Uncía,Q1642052,3,0,1,town in Bolivia,Uncia,Q3957,,Uncía
uncia,Uncia uncia,Q12823232,3,0,1,species of mammal,snow leopard,Q16521|Q1040689,,
uncia,snow leopard,Q30197,3,0,1,large felid native to the mountains of Central and South Asia,ounce|Uncia uncia|Panthera uncia|P. uncia,Q16521|Q19067|Q1353106,,Snow leopard
uncia,Roman uncia,Q25840166,3,0,1,unit of mass,uncia|unica|Roman ounce,Q3647172,,
uncia,Unciano,Q37005301,3,0,1,family name,,Q101352,,
uncia,Unciana (Pauly-Wissowa),Q108517726,3,0,1,cross-reference in Paulys Realencyclopädie der classischen Altertumswissenschaft (RE),,Q1302249,,
uncia,Codex Sinaiticus,Q152962,3,0,1,handwritten copy of the Bible in Greek,Add. MS 43725|Uncial 01|Sinai Bible|Sinaiticus,Q213924,,Codex Sinaiticus
Palestine pound,Palestine pound,Q3973271,4,0,1,Currency of Mandatory Palestine,الشهيدا  الأدام  خيرا جنود الأرض دولة فلسطين  القدس الشريف  المسجد الآقصي المبارك@,Q8142|Q339180,,Palestine pound
Palestine pound,Palestine pound (Anglo-Palestine Bank),Q4342565,4,0,1,Currency of Israel in 1948—1952,,Q8142|Q339180,,
Palestine pound,Palestine pound,Q65177549,4,0,1,Wikimedia disambiguation page,,Q4167410,,
quadrans,Quadrans,Q18585888,5,0,1,genus of molluscs,,Q16521,,
quadrans,quadrans,Q1249076,5,0,1,"low-value Roman bronze coin worth ¼ as; the obverse featured the bust of Hercules, while the reverse featured the prow of a galley",teruncius,Q8142|Q113813711|Q918448,Q41207|Q952064,Quadrans
quadrans,quadrans,Q14246119,5,0,1,measuring instrument,,,Q2041172,
quadrans,Quadrans,Q19453326,5,0,1,"street in Elst, the Netherlands",,Q79007,,
quadrans,Quadrans,Q131931248,5,0,1,family name,,Q101352,,
quadrans,Quadrans gargadia,Q14246135,5,0,1,species of mollusc,,Q16521,,
quadrans,Quadrans bougei,Q61697938,5,0,1,species of mollusc,Quadrans (Obtellina) bougei,Q16521,,
quadrans,Quadrans sericatus,Q61697939,5,0,1,species of mollusc,Quadrans (Obtellina) sericatus,Q16521,,
quadrans,Quadrans parvitas,Q14246151,5,0,1,species of mollusc,,Q16521,,
quadrans,Quadrans serratus,Q105978470,5,0,1,species of mollusc,,Q16521,,
quadrans,quadrant,Q65683377,5,0,2,2015 video game,,Q7889,,
quadrans,quadrant,Q841280,5,0,2,navigation instrument,,,Q2041172,Quadrant (instrument)
quadrans,quadrant,Q3926560,5,0,2,region of the plane defined by the axes of a two-dimensional Cartesian system,Quadrant (plane geometry),,Q815741,Quadrant (plane geometry)
quadrans,Quebec Conference,Q392179,5,0,2,secret military conference during World War II,"QUADRANT|1943 Quebec Conference|First Quebec Conference|Quebec Conference, 1943",Q625994,,First Quebec Conference
quadrans,Quadrant,Q7268323,5,0,2,Australian magazine,,Q1791899,,Quadrant (magazine)
quadrans,Quadrant,Q7268321,5,0,2,album by Joe Pass,,Q482994,,Quadrant (album)
quadrans,Quadrant Shopping Centre,Q7268332,5,0,2,"shopping centre in Swansea, Wales",Quadrant,Q11315,,Quadrant Shopping Centre
quadrans,Quadrant,Q2582576,5,0,2,UK historical motorcycle manufacturer,,Q15081032,,
quadrans,Quadrant Engineering Plastic,Q56025220,5,0,2,Plastics manufacturer,Quadrant|Quadrant Plastics,Q783794,,
quadrans,Quadrant,Q7268324,5,0,2,defunct British motorcycle manufacturer,,Q15081030,,Quadrant (motorcycles)
quadrans,neighborhood,Q123705,5,0,2,"geographically localized community within a larger city, town or suburb",neighbourhood|quarter|subdistrict|district|city section,Q15617994|Q98966309,Q48907157|Q15642541|Q486972,Neighbourhood
quadrans,Ortsteil,Q253019,5,0,2,"named subdivision or section of a human settlement in Germany, Austria or Switzerland",locality of Germany|district|quarter,,Q2221906|Q2983893,Ortsteil
quadrans,quarter,Q2983893,5,0,2,"division or section, region or part of a town, city or municipality, which may be an administrative unit",city district|urban district,,Q15642541|Q56061|Q486972|Q48907157,Quarter (urban subdivision)
quadrans,quarterback,Q622747,5,0,2,position in gridiron football,QB,Q694589,,Quarterback
quadrans,Quarter,Q7269242,5,0,2,"village in South Lanarkshire, Scotland, UK","Quarter, Lanarkshire",Q532,,"Quarter, South Lanarkshire"
quadrans,quarter,Q1643308,5,0,2,"unit of time; 3 months, quarter of a year",quarter year|quarter of a year|trimester,Q1790144|Q21684377,Q138341612,
quadrans,canton,Q1267314,5,0,2,heraldic charge,Quarter,,Q4381595,Canton (heraldry)
quadrans,statistical neighborhood of Winterthur,Q64340649,5,0,2,"""Quartier"", subdivision of the districts (""Kreis"") of Winterthur, Switzerland",quarter|statistical quarter,Q2983893,Q64340309,
quadrans,Quarterly Journal of Experimental Psychology,Q2874626,5,0,2,journal,Q J Exp Psychol|QJEP|The quarterly journal of experimental psychology,Q1002697,,
quadrans,Quarterly bulletin of the Northwestern University Medical School,Q27720502,5,0,2,journal,"Q Bull Northwest Univ Med Sch|Quarterly bulletin. Northwestern University (Evanston, Ill.). Medical School|Quarterly Bulletin. Northwestern University Medical School",Q5633421,,
Eco,École Normale Supérieure,Q83259,6,0,1,"French ""grande école"" (ENS Paris)",Normale sup|ENS Paris|École normale|École préparatoire|Normale sup'|École normale supérieure|ENS - PSL|Institute of Advanced Education,Q135436|Q43229,,École normale supérieure (Paris)
Eco,Beaux-Arts de Paris,Q273593,6,0,1,national school of fine arts in France,"Couvent des Petits Augustins|National Superior School of Fine Arts|Ecole des Beaux Arts|Ecole nationale superieure des Beaux-Arts|Ecole des Beaux-Arts de Paris|École nationale supérieure des Beaux-Arts|National School of Fine Arts (Paris, France)|Beaux-arts de Paris (Art school)|Beaux-Arts",Q383092|Q847027|Q33506,,Beaux-Arts de Paris
Eco,Swiss Federal Institute of Technology in Lausanne,Q262760,6,0,1,"university in Ecublens, Switzerland",EPFL|ETHL|EPF Lausanne|EPFL Lausanne|Ecole Polytechnique Federale de Lausanne,Q875538|Q1663017|Q1137109|Q845392|Q1371037,,École Polytechnique Fédérale de Lausanne
Eco,Encyclopaedia of Chess Openings,Q13218856,6,0,1,classification system for the opening moves in a game of chess,ECO,Q47461344,,Encyclopaedia of Chess Openings
Eco,Eco,Q37499372,6,0,1,family name,,Q101352,,
Eco,Eco,Q5333132,6,0,1,1987 video game,,Q7889,,Eco (1987 video game)
Eco,economist,Q188094,6,0,1,professional in the discipline of economics,economists,Q28640|Q108300140,Q15319501|Q108289406,Economist
Eco,environmental factor,Q2142347,6,0,1,"any factor, whether abiotic or biotic, that influences living organisms in an ecosystem",ecological factor|ecofactor|ecological factors|environmental factors,Q107715,Q2574811|Q186290|Q18603648|Q2249676|Q7991,Environmental factor
Eco,Eco,Q65589104,6,0,1,male given name,,Q12308941,,
Eco,Eco,Q56298056,6,0,1,2018 video game,Eco Global Survival,Q7889,,Eco (2018 video game)
Eco,environmentally friendly,Q655870,6,0,2,"goods, services, laws, and rules that either do not harm the environment or do very little harm to it",eco-friendly|nature friendly|green,,Q1207505,Environmentally friendly process
Eco,ecotourism,Q187449,6,0,2,"form of tourism involving travel to natural attractions and destinations of ecological value, including its living organisms",green tourism|environmental tourism|ecological tourism|natural environment tourism|conservation tourism|ecology tourism|ecosystem tourism|eco-friendly tourism|biosphere tourism,Q9323634|Q3577649,Q49389,Ecotourism
Eco,Eco Friendly Ganesh Idols,Q22908035,6,0,2,,,,,Eco-friendly Ganesh idols
Eco,ecology-oriented production,Q294959,6,0,2,manufacture of products in accordance with environmental considerations,eco-friendly production|green production|sustainable production,,Q739302,
Eco,eco-friendly gesture,Q19367548,6,0,2,,,,Q3769299,
Eco,Eco-friendly dentistry,Q5333092,6,0,2,sustainability trend in dental services,,,Q12128,Eco-friendly dentistry
Eco,Green wedding,Q5603623,6,0,2,type of wedding,eco-friendly wedding,,Q49836,Green wedding
Eco,Eco Friendly Eat,Q23829599,6,0,2,,,,,
Eco,Eco-friendly vehicle and charging control method therefor,Q123690049,6,0,2,US patent 11135933,,Q43305660,,
Eco,Eco-friendly vehicle and hill descent control method for the same,Q123682767,6,0,2,US patent 11192453,,Q43305660,,
Eco,"ECO-SYSTEM RECYCLING CO.,LTD.",Q11289885,6,0,2,,,Q4830453,,
Eco,Eco-systems biology--from the gene to the stream,Q37677231,6,0,2,scientific article published on 18 January 2010,,Q13442814,,
Eco,Eco-systemic analysis of anorexia nervosa,Q46282522,6,0,2,scientific article published in December 1988,,Q13442814,,
Eco,"Eco-System Services in Agrarian Value Chains: Value Detection of Bio-Diversity as Public Good Provision, Problems, and Institutional Issues",Q128730342,6,0,2,scholarly article,,Q13442814,,
Eco,Eco-system optimal time-dependent flow assignment in a congested network,Q57429455,6,0,2,,,Q13442814,,
Eco,Eco-systems for young digital innovators,Q58864734,6,0,2,,,Q13442814,,
Eco,Ecosystem,Q56320995,6,0,2,French company for the collection and recycling of professional lamps and electrical equipment,ESR|Récylum,Q4830453,,
Eco,Eco Systeme,Q131807123,6,0,2,,,Q43229,,
Eco,Eco tourism around Singapore,Q5333148,6,0,2,,,,,Eco tourism around Singapore
Eco,OYO Homes 90915 Eco Tourism Desa Cihanjuang Rahayu Ciwangun Indah Camp Villas,Q111077067,6,0,2,"hotel in Cimahi, Indonesia",Eco Tourism Desa Cihanjuang Rahayu Ciwangun Indah Camp Villas,Q27686,,
Eco,OYO Homes 90916 Eco Tourism Geopark Rajamandala Homestay Syariah,Q111077065,6,0,2,"hotel in Cimahi, Indonesia",Eco Tourism Geopark Rajamandala Homestay Syariah,Q27686,,
Eco,OYO Homes 90917 Eco Tourism Geopark Padalarang Homestay Syariah,Q111077068,6,0,2,"hotel in Cimahi, Indonesia",Eco Tourism Geopark Padalarang Homestay Syariah,Q27686,,
Eco,OYO Homes 90918 Eco Tourism Geopark Gunung Masigit Homestay Syariah,Q111077069,6,0,2,"hotel in Cimahi, Indonesia",Eco Tourism Geopark Gunung Masigit Homestay Syariah,Q27686,,
Eco,Eco-Tourism and its Architecture: A Methodological Framework for Assessing Progress towards Sustainable Development,Q112890559,6,0,2,2012 doctoral thesis by Abbas Mahravan at Victoria University of Wellington,,Q187685,,
Eco,OYO Homes 90914 Eco Tourism Desa Cipada Bukit Senyum Homestay Syariah,Q111077066,6,0,2,"hotel in Cimahi, Indonesia",Eco Tourism Desa Cipada Bukit Senyum Homestay Syariah,Q27686,,
Eco,Eco-Tourism Resources Analyses and Landscape Designing in Duolun,Q120135995,6,0,2,"scholarly article in Journal of Arid Land Resources and Environment, no. 3, 2002",,Q13442814,,
Eco,Eco-tourism for Education and Marine Conservation,Q58156546,6,0,2,scholarly article by Rachel Dodds published 2012 in Teoros: revue de recherche en tourisme,,Q13442814,,
Khaleeji,Khaliji,Q585588,7,0,1,Saudi music genre,Khaleeji|Gulf music|Khaliji music|Khaleeji music,Q188451,Q1503406|Q624044,Khaliji (music)
Khaleeji,Khaleeji,Q222753,7,0,1,currency,,Q8142|Q170584|Q64728694,,Khaleeji (currency)
Khaleeji,Khaleeji Commercial Bank,Q6399409,7,0,1,Bank of Bahrain,,Q4830453,,Khaleeji Commercial Bank
Khaleeji,khaliji hip-hop,Q110593072,7,0,1,music genre or scene,khaleeji hip hop|khaliji hip hop|khaliji rap,Q188451|Q28820001,Q585588|Q11401,
Khaleeji,khaleeji jalsat,Q118151324,7,0,1,music genre,,Q188451,Q585588,
Khaleeji,khaleeji shailat,Q118151325,7,0,1,music genre,,Q188451,Q585588,
Khaleeji,khaliji folk music,Q110593080,7,0,1,music genre,khaleeji folk music,Q188451,Q585588|Q98528189,
Khaleeji,khaliji pop,Q110593067,7,0,1,music genre or scene,khaleeji pop music|khaliji pop music,Q188451|Q28820001,Q585588|Q37073,
Khaleeji,khaliji tarab,Q110593062,7,0,1,music genre,khaleeji tarab,Q188451,Q585588|Q91841612,
Khaleeji,culture of Eastern Arabia,Q588887,7,0,1,associated with Arab states of the Persian Gulf,,Q19958368,Q25636311,Culture of Eastern Arabia
Reichsthaler,Reichsthaler,Q106529238,8,0,1,family name,Reichsthaler (family name)|Reichsthaler (surname),Q101352,,
Reichsthaler,Reichsthaler,Q15944605,8,0,1,formerly used coinage,,Q8142|Q113813711,Q162528,Reichsthaler
Reichsthaler,Reichsthaler,Q554157,8,0,1,historical coin,,Q41207|Q113813711,Q162528,Dutch rijksdaalder
Japanese military currency,Japanese military currency,Q105571921,9,0,1,Japanese military currency 1894–1918,,Q8142,,Japanese military currency (1894–1918)
Japanese military currency,Japanese military currency,Q105216360,9,0,1,Wikimedia disambiguation page,,Q4167410,,Japanese military currency
Japanese military currency,Japanese military yen,Q715852,9,0,2,currency of the Imperial Japanese Armed Forces,JMY,Q8142|Q2902809,,Japanese military currency (1937–1945)
Bremen thaler,Bremen thaler,Q3980496,10,0,1,currency of the Free Hanseatic City of Bremen until 1873,,Q8142|Q162528,,
Bremen thaler,Bremen thaler,Q2390167,10,0,1,currency of the Free Hanseatic City of Bremen,,,,Bremen thaler
Joachimsthaler,Joachimsthaler,Q111761305,11,0,1,family name,,Q101352,,
Joachimsthaler,Joachimsthaler,Q1266877,11,0,1,Bohemian silver coin (1519-1672),Tolar,Q8142,,Tolar
Joachimsthaler,Joachimsthaler Straße,Q1514497,11,0,1,"street in Berlin, Germany",Joachimstaler Straße,Q79007,,
Joachimsthaler,"Joachimsthaler Straße 38, Kurfürstendamm 17",Q113604378,11,0,1,,,Q811979,,
Joachimsthaler,Joachimsthaler Straße,Q109533410,11,0,1,"street in Berlin-Wilmersdorf, Germany","Joachimsthaler Straße, Berlin-Wilmersdorf|Joachimsthaler Straße (Berlin-Wilmersdorf)",Q34442,,
Joachimsthaler,Joachimsthaler Stadtforst,Q32063181,11,0,1,,,Q4421,,
Joachimsthaler,Joachimsthaler Straße,Q111258171,11,0,1,"street in Lichtenberg district, Berlin, Germany",,Q79007,,
Joachimsthaler,Joachimsthaler Straße,Q101563970,11,0,1,"street in Angermünde, Brandenburg, Germany",,Q79007,,
Joachimsthaler,Joachimsthaler Weg,Q106258243,11,0,1,"street in Kiel, Schleswig-Holstein, Germany",,Q79007,,
Joachimsthaler,Joachimsthalerplatz,Q132177109,11,0,1,,,Q2175765,,
Joachimsthaler,Joachimsthal,Q21449542,11,0,2,family name,,Q101352,,
Joachimsthaler,Joachimsthal,Q535551,11,0,2,"town in Barnim district, Brandenburg state, Germany",,Q42744322,,"Joachimsthal, Brandenburg"
Joachimsthaler,Joachimsthal Kaiserbahnhof railway stop,Q1690671,11,0,2,"railway stop in Joachimsthal, Germany",Kaiserbahnhof Joachimsthal|Joachimsthal Süd|Joachimsthal Kbf,Q55488|Q27996460,,Joachimsthal Kaiserbahnhof
Joachimsthaler,Joachimsthal railway station,Q52680837,11,0,2,railway station in Germany,,Q55488,,Joachimsthal station
Joachimsthaler,Joachimsthalsches Gymnasium,Q1690674,11,0,2,"school building and cultural heritage monument in Berlin, Germany",,Q1244442|Q19844914|Q1483333,,Joachimsthal Gymnasium
Joachimsthaler,Joachimsthal,Q32063180,11,0,2,human settlement in Germany,,Q2221906,,
Joachimsthaler,Jáchymov,Q830418,11,0,2,town in the Czech Republic,,Q5153359|Q15978299|Q820254,,Jáchymov
Belarusian ruble,Belarusian ruble,Q21531507,12,0,1,Belarusian currency since 2016,third Belarusian ruble,Q8142,Q15788,Belarusian ruble
Belarusian ruble,Belarusian ruble,Q160680,12,0,1,Belarusian currency (2000–2016),BYR|second Belarusian ruble,Q8142|Q28783456,,
Belarusian ruble,Belarusian ruble,Q108555034,12,0,1,Belarusian currency (1992–2000),BYB|first Belarusian ruble,Q8142|Q28783456,,
Belarusian ruble,Belarusian ruble sign,Q119080511,12,0,1,"Belarusian ruble sign (U+20C5, provisional): currency symbol, official (Belarus)",U+20C5|⃅|BELARUSIAN RUBLE SIGN|Belarusian ruble symbol,Q29654788,Q138876000,Belarusian ruble sign
Ven,Venezuela,Q717,13,0,1,country in South America,Bolivarian Republic of Venezuela|BR Venezuela|Republic of Venezuela,Q3624078|Q6256,,Venezuela
Ven,Venice,Q641,13,0,1,"capital city of Veneto, Italy","Serenissima|Venexia|Venetia|Venice, Italy",Q747074|Q581830|Q2264924|Q515|Q1549591|Q4115680,,Venice
Ven,Ven,Q509682,13,0,1,Swedish island in Öresund,Hven|Hveen,Q23442,,Ven (Sweden)
