data,candidates,QID,row,columns,quality,description,aliases,P31,P279,sitelink
Glaserhaus,Glashüttener Forst,Q9268519,1,0,2,unincorporated area in Germany,,Q15974311,,
Glaserhaus,Glashütte,Q444294,1,0,2,Wikimedia disambiguation page,,Q4167410,,
Glaserhaus,Glashütten,Q360521,1,0,2,Wikimedia disambiguation page,,Q4167410,,Glashütten
Glaserhaus,Glashütte,Q6696,1,0,2,"town in Sächsische Schweiz-Osterzgebirge, Free State of Saxony, Germany",,Q42744322|Q820254|Q15974307,,Glashütte
Glaserhaus,Glashütte,Q15812392,1,0,2,"village in the municipality of Kreuth, Germany",,Q253019|Q378636,,
Glaserhaus,Glashütte,Q33112036,1,0,2,Ortsteil von Bonndorf im Schwarzwald,,Q5084|Q262166,,
Glaserhaus,Sklené Teplice,Q23120,1,0,2,small spa village,Sklene Teplice|Glashütte,Q6882870|Q6784672,,Sklené Teplice
Glaserhaus,Poiana Codrului,Q728800,1,0,2,"village in Satu Mare County, Romania",Szelestyehuta|Glashütte,Q532,,
Glaserhaus,Glashütte,Q15111661,1,0,2,"part of Baruth/Mark, Germany",,Q253019,,
Glaserhaus,Glashütte,Q33438660,1,0,2,duplicate,,Q17362920,,
Glaserhaus,Glashütten bei Langeck im Burgenland,Q762806,1,0,2,locality in Oberpullendorf District,,Q11183787,,
Glaserhaus,Glashütte,Q106583102,1,0,2,,,Q253019,,
Glaserhaus,Glashütte,Q61437581,1,0,2,"nature reserve in Brandenburg, Germany",,Q759421,,
Glaserhaus,Glashütte Original,Q651928,1,0,2,trademark,,Q167270|Q4830453|Q6881511|Q26965868,,Glashütte Original
Glaserhaus,Berlinale Documentary Award,Q28799939,1,0,2,German Berlinale film award for the best documentary film,Glashütte Original Dokumentary Film Award,Q38033430,Q4220917,
Glaserhaus,Dresdner Musikfestspiel-Preis,Q107062053,1,0,2,,,Q1364556,,
Am Laubenbuch,Am Laubenbuch,Q39883007,2,0,1,human settlement in Germany,,Q1138414|Q39881836,,
Am Laubenbuch,Am Laubenbuch,Q100467247,2,0,1,"street in Weißenburg in Bayern, Bayern, Germany",,Q79007,,
Am Laubenbuch,Laubenbuch,Q60765299,2,0,2,"protected area in the European Union defined by the habitats directive in Bayern, Germany",,Q1191622,,
Am Laubenbuch,Eichen-Hainbuchenwald Laubenbuch bei Rothenstein,Q15825351,2,0,2,"nature reserve in Bavaria, Germany",,Q759421|Q473972,,
Am Laubenbuch,Amazonas,Q40040,2,0,2,state in the North Region of Brazil,State of Amazonas|AM|Amazonas (Brazil)|Amazonas State,Q485258,,Amazonas (Brazilian state)
Am Laubenbuch,americium,Q1872,2,0,2,chemical element with symbol Am and atomic number 95,Am|element 95,Q11344,,Americium
Am Laubenbuch,Armenia,Q399,2,0,2,sovereign state in the South Caucasus region of Eurasia,Hayastan|Republic of Armenia|Hayastani Hanrapetut’yun|Հայաստան,Q3624078|Q123480|Q6256|Q140892892,,Armenia
Am Laubenbuch,Amsterdam,Q727,2,0,2,capital and most populous city of the Netherlands,"Mokum|Amsterdam, North Holland|Amsterdam, NL|Amsterdam, Netherlands|A'dam",Q515|Q13539802|Q1549591|Q2264924|Q1852859|Q1392581|Q51929311|Q108178728,,Amsterdam
Am Laubenbuch,polar,Q294562,2,0,2,type of cataclysmic variable binary star system,AM|AM Herculis star,Q17444909,Q1059564,Polar (star)
Am Laubenbuch,Master of Arts,Q2091008,2,0,2,type of master's degree in the fields of humanities and social sciences,MA|M.A.|A.M.|AM|M. A.,Q189533,Q1589434|Q183816|Q117146794,Master of Arts
Am Laubenbuch,American English,Q7976,2,0,2,set of dialects of the English language spoken in the United States,English (United States)|United States English|U.S. English|US English|AmE|USA English,Q951873|Q33742|Q33384,Q7053766,American English
Am Laubenbuch,Amsterdam,Q9899,2,0,2,"municipality in the Netherlands, containing the cities of Amsterdam and Weesp",Amsterdam municipality,Q2039348,,Government of Amsterdam
Am Laubenbuch,Amphibia,Q10908,2,0,2,"class of tetrapods, whose living forms include frogs, toads, salamanders, newts and caecilians",amphibian|amphibians,Q16521,Q19159,Amphibian
Am Laubenbuch,American Broadcasting Company,Q169889,2,0,2,American broadcast television network owned by The Walt Disney Company,ABC|ABC (United States)|ABC (United States of America)|ABC USA,Q1616075|Q1254874|Q1061197|Q1762059,,American Broadcasting Company
Karpfenstein,Karpfenstein,Q37907915,3,0,1,human settlement in Germany,,Q253019|Q1138414,,
Karpfenstein,Karpfenstein,Q29000355,3,0,1,Wikimedia disambiguation page,,Q4167410,,
Esper,Esper,Q16869850,4,0,1,family name,,Q101352,,Esper (surname)
Esper,Esperanto Wikipedia,Q190551,4,0,1,Esperanto edition of Wikipedia,eowiki|Vikipedio en Esperanto|Esperanta Vikipedio|Esperantlingva Vikipedio|vikipedio|eowp|eowikipedia|eo.wikipedia.org,Q10876391,,Esperanto Wikipedia
Esper,Esperanto,Q143,4,0,1,international auxiliary language designed by L. L. Zamenhof,Esperanto language,Q1790577|Q838296|Q470775|Q33215|Q1288568,,Esperanto
Esper,Eugenius Johann Christoph Esper,Q62300,4,0,1,German biologist (1742-1810),Esper|Eugen Johann Christoph Esper,Q5,,Eugenius Johann Christoph Esper
Esper,Esperantist,Q860918,4,0,1,person speaking or using the international language Esperanto,Esperantanaso|Esperanto-paroloj,Q12737077|Q16334295,Q15253558,Esperantist
Esper,Esperanto movement,Q384764,4,0,1,social movement concerning Esperanto,Esperanto-movado,Q49773,,Esperanto movement
Esper,Esper,Q138816527,4,0,1,name,,Q82799,,Esper (name)
Esper,Esperanza,Q16275723,4,0,1,female given name,Esperanza (first name)|Esperanza (given name),Q11879590,,Esperanza (given name)
Esper,ESPER,Q122313557,4,0,1,2018 video game,,Q7889,,
Esper,Esper,Q117354306,4,0,1,male given name,,Q12308941,,
Esper,Esperanto movement in Japan,Q19723767,4,0,2,,,Q18146492,,
Esper,Esperanto movement in Brazil,Q12347337,4,0,2,,Brazilian Esperanto movement,Q18146492,,
Esper,Esperanto movement in the Netherlands,Q12347363,4,0,2,,Esperanto movement in Holland,Q18146492,,
Esper,Esperanto movement in Poland,Q12347366,4,0,2,,,Q18146492,,
Esper,Esperanto movement in Italy,Q3866630,4,0,2,,Italian Esperanto movement,Q18146492,,
Esper,Esperanto movement in Romania,Q12347367,4,0,2,,,Q18146492,,
Esper,Esperanto movement in Canada,Q20477548,4,0,2,,,Q18146492,,
Esper,Esperanto movement in Ribeirão Preto,Q20480035,4,0,2,,,Q18146492,,
Esper,Esperanto movement in Sweden,Q12347374,4,0,2,,,Q18146492,,
Esper,Esperanto Language Committee,Q3833037,4,0,2,former Esperanto language institute that merged into the Academy of Esperanto,Lingva Komitato|LK|Language Committee of the Universal Esperanto Association,Q12351584,,
Esper,Esperanto grammar,Q598137,4,0,2,body of rules that describe the structure of expressions in the Esperanto language,Esperanto language structure,Q8091,,Esperanto grammar
Esper,dictionary of the Esperanto language,Q55619801,4,0,2,language version of dictionary,Esperanto dictionary|Esperanto language dictionary|dictionary of Esperanto,,Q55594385,
Esper,Esperanto Language,Q110262627,4,0,2,Stack Exchange site for teachers and students of the Esperanto language,,Q110256698,,
Esper,Esperanto-language cinema,Q2347373,4,0,2,Wikimedia list article,,Q13406463,Q590870|Q979529,List of Esperanto-language films
Esper,Esperanto language institute,Q12351584,4,0,2,type of organization to support Esperanto,,,Q1664720,
Esper,Esperanto in 30 days,Q1490250,4,0,2,Esperanto coursebook,Esperanto language coursebook for impatient people and autodidacts,Q83790,,
Esper,Unesko-Kuriero,Q136490606,4,0,2,Esperanto-language edition of the UNESCO Courier,Esperanto-language UNESCO Courier|Esperanto UNESCO Courier|The UNESCO Courier in Esperanto,Q3331189,Q3106922,
Birnbach,Birnbach,Q37444495,5,0,1,family name,,Q101352,,
Birnbach,Birnbach,Q114023833,5,0,1,"village in Upper Bavaria, district of Reit im Winkl",,Q532|Q253019,,
Birnbach,Birnbach,Q561801,5,0,1,municipality of Germany,,Q116457956,,Birnbach
Birnbach,Birnbacher,Q83342165,5,0,1,family name,,Q101352,,
Birnbach,Birnbach,Q21861475,5,0,1,"stream in Fehring, Austria",,Q63565252,,
Birnbach,Birnbach,Q31914349,5,0,1,,,Q15303838,,
Birnbach,Birnbach,Q32497356,5,0,1,river in Germany,,Q4022,,
Birnbach,Birnbach,Q37871444,5,0,1,human settlement in Germany,,Q253019|Q1138414,,
Birnbach,Bad Birnbach,Q589058,5,0,1,market municipality in the district of Rottal-Inn in Bavaria,,Q100341898|Q6882870|Q116457956,,Bad Birnbach
Birnbach,Birnbachtal West und Ost,Q61851373,5,0,1,"protected landscape area in Rheinland-Pfalz, Germany",,Q21503788|Q473972,,
Spitzau,Spitzau,Q76987311,6,0,1,"former landfill in Vienna, Austria",,Q152810,,
Spitzau,Spitzauer,Q115463140,6,0,1,family name,,Q101352,,
Spitzau,Spitzau,Q37870459,6,0,1,human settlement in Germany,,Q253019|Q1138414,,
Spitzau,Spitzau,Q123198782,6,0,1,,,Q5084|Q253019,,
Spitzau,Martin Spitzauer,Q117455752,6,0,1,German butcher (1920s),Spitzauer Martin|M. Spitzauer,Q5,,
Spitzau,Spitzau,Q1268840,6,0,1,Wikimedia disambiguation page,,Q4167410,,
Eggenthal,Eggenthal,Q516289,7,0,1,municipality of Germany,,Q116457956,,Eggenthal
Eggenthal,Eggenthal,Q104641535,7,0,1,"isolated dwelling in Upper Palatinate, district of Lupburg",,Q253019|Q1138414,,
Eggenthal,Eggenthal,Q1297529,7,0,1,human settlement in Germany,,Q253019|Q1138414,,
Eggenthal,Eggenthal,Q31984160,7,0,1,,,Q15303838,,
Eggenthal,Eggenthal tithe barn,Q41287597,7,0,1,"tithe barn in Eggenthal, Germany",,Q184698,,
Eggenthal,Eggenthal,Q1297531,7,0,1,Wikimedia disambiguation page,,Q4167410,,
Eggenthal,Romatsried,Q58001418,7,0,1,"village in the municipality of Eggenthal, Germany",,Q253019|Q532,,
Eggenthal,GERMAN TOWN,Q123661859,7,0,2,"weather station in Tasmania, Australia from 1929",092014,Q190107,,
Eggenthal,German Town Regional Reserve,Q139745911,7,0,2,"regional reserve in Tasmania, Australia",German Town,Q62059246,,
Eggenthal,German Township,Q5551268,7,0,2,"township in Fayette County, Pennsylvania",,Q9035798,,"German Township, Fayette County, Pennsylvania"
Eggenthal,German Township,Q5551265,7,0,2,"township in Bartholomew County, Indiana",,Q17201685,,"German Township, Bartholomew County, Indiana"
Eggenthal,German town at a river,Q112215655,7,0,2,painting by Hermann Gradl (1883 - 1964),,Q3305213,,
Eggenthal,German Township,Q5551269,7,0,2,"township in Harrison County, Ohio","German Township,Harrison County, Ohio",Q17198620,,"German Township, Harrison County, Ohio"
Eggenthal,German Township,Q9039403,7,0,2,"township in Kossuth County, Iowa","German Township, Kossuth County, Iowa",Q17205621,,"German Township, Kossuth County, Iowa"
Eggenthal,German Township,Q2887782,7,0,2,"township in Vanderburgh County, Indiana",,Q17201685,,"German Township, Vanderburgh County, Indiana"
Eggenthal,German Township,Q5551278,7,0,2,"township in Marshall County, Indiana",,Q17201685,,"German Township, Marshall County, Indiana"
Eggenthal,German Township,Q5551282,7,0,2,"township in St. Joseph County, Indiana",,Q17201685,,"German Township, St. Joseph County, Indiana"
Fasanerie,Fasanerie,Q25391996,8,0,1,human settlement in Germany,Fasanerie (Munich),Q123705,,
Fasanerie,Fasanerie,Q1397287,8,0,1,"cultural heritage monument D-6-61-000-10 (0) in Aschaffenburg, Bavaria",pheasant run,Q22698,,
Fasanerie,Fasanerie,Q108601826,8,0,1,"residential building in Potsdam, Germany",,Q11755880,,
Fasanerie,Fasanerie,Q41762243,8,0,1,"building and museum in Detmold, Germany",,Q41176|Q33506,,
Fasanerie,Fasanerie,Q27478763,8,0,1,"building in Darmstadt, Germany",,Q41176,,
Fasanerie,Fasanerie,Q111349891,8,0,1,"street in Reinickendorf district, Berlin, Germany",,Q79007,,
Fasanerie,Fasanerie,Q62530571,8,0,1,forest reserves in Germany,,Q445467,,
Fasanerie,Fasanerie,Q100715355,8,0,1,"street in Köthen (Anhalt), Saxony-Anhalt, Germany",,Q79007,,
Fasanerie,Fasanerie,Q101226945,8,0,1,"street in Moritzburg, Saxony, Germany",,Q79007,,
Fasanerie,Fasanerie,Q110836607,8,0,1,"street in Brandis, Saxony, Germany",,Q79007,,
Berghof,Berghof,Q83341540,9,0,1,family name,,Q101352,,
Berghof,Berghof,Q163181,9,0,1,Adolf Hitler's Bavarian Residence,,Q16884952,,Berghof (residence)
Berghof,Berghof (Gleißenberg),Q116450817,9,0,1,human settlement in Germany,,Q123705|Q253019,,
Berghof,Berghoff,Q37312011,9,0,1,family name,,Q101352,,
Berghof,Berghof,Q2286305,9,0,1,"hamlet in Gulpen-Wittem, Netherlands",,Q1484611,,
Berghof,Berghof,Q63302229,9,0,1,"locality in Amstetten District, Austria",,Q11183787,,
Berghof,Berghofer,Q83341544,9,0,1,family name,,Q101352,,
Berghof,Berghof,Q27044307,9,0,1,,,Q253019,,
Berghof,Berghof,Q18947413,9,0,1,"street in Berghof (Wijlre), Netherlands",,Q79007,,
Berghof,Berghof,Q66550988,9,0,1,"tram stop in Schöneiche near Berlin, Germany",,Q2175765,,
Breitwies,Breitwies,Q98137323,10,0,1,locality in Wels-Land District,,Q11183787,,
Breitwies,Breitwies,Q134691874,10,0,1,"village in the municipality of Waizenkirchen, district of Grieskirchen (Upper Austria)",,Q11183787,,
Breitwies,Breitwies,Q134605335,10,0,1,"village in the municipality of Meggenhofen, district of Grieskirchen (Upper Austria)",,Q11183787,,
Breitwies,Breitwies,Q134605316,10,0,1,"village in the municipality of Kematen am Innbach, district of Grieskirchen (Upper Austria)",,Q11183787,,
Breitwies,Breitwies,Q122067902,10,0,1,"isolated dwelling in Upper Palatinate, district of Regenstauf",,Q1138414|Q253019,,
Breitwies,Breitwies,Q119771480,10,0,1,"street in Idar-Oberstein, Rhineland-Palatinate, Germany",,Q79007,,
Breitwies,Breitwies,Q123189674,10,0,1,part of the municipality of Obernzell in the Lower Bavarian district of Passau,,Q1138414|Q253019,,
Breitwies,Breitwies,Q134890106,10,0,1,"Village in the municipality of Waldzell, district of Ried (Upper Austria)",,Q11183787,,
Breitwies,Breitwies,Q133296578,10,0,1,,,Q5084|Q253019,,
Breitwies,Breitwies,Q133296752,10,0,1,,,Q5084|Q253019,,
Berghof,Berghof,Q83341540,11,0,1,family name,,Q101352,,
Berghof,Berghof,Q163181,11,0,1,Adolf Hitler's Bavarian Residence,,Q16884952,,Berghof (residence)
Berghof,Berghof (Gleißenberg),Q116450817,11,0,1,human settlement in Germany,,Q123705|Q253019,,
Berghof,Berghoff,Q37312011,11,0,1,family name,,Q101352,,
Berghof,Berghof,Q2286305,11,0,1,"hamlet in Gulpen-Wittem, Netherlands",,Q1484611,,
Berghof,Berghof,Q63302229,11,0,1,"locality in Amstetten District, Austria",,Q11183787,,
Berghof,Berghofer,Q83341544,11,0,1,family name,,Q101352,,
Berghof,Berghof,Q27044307,11,0,1,,,Q253019,,
Berghof,Berghof,Q18947413,11,0,1,"street in Berghof (Wijlre), Netherlands",,Q79007,,
Berghof,Berghof,Q66550988,11,0,1,"tram stop in Schöneiche near Berlin, Germany",,Q2175765,,
Auhof,Auhof,Q771042,12,0,1,quarter of Vienna,,Q17376095,,
Auhof,Auhof,Q135891003,12,0,1,"isolated farm in the municipality of Isny im Allgäu, Baden-Württemberg, Germany",,Q1138414,,
Auhof,Auhof,Q771034,12,0,1,"neighborhood in Ettenstatt, Germany",,Q486972|Q253019|Q1138414,,
Auhof,Auhof,Q95495444,12,0,1,locality in Melk District,,Q11183787,,
Auhof,Auhof,Q771039,12,0,1,"village in Perg, Austria",,Q11183787,,
Auhof,Auhof,Q16801851,12,0,1,human settlement in Germany,,Q486972|Q253019,,
Auhof,Auhof,Q22691218,12,0,1,district of Hilpoltstein,Schafhof,Q253019|Q1138414,,
Auhof,Auhof,Q97432794,12,0,1,district of Neumarkt in der Oberpfalz in Bavaria,,Q123705,,
Auhof,Auhof,Q106675164,12,0,1,"hermitage in Nickelsdorf, Austria",,Q134514380,,
Auhof,Auhof,Q128796936,12,0,1,"hermitage in St. Andrä-Wördern, Austria",,Q134514380,,
Hinterberg,Hinterberg,Q135415291,13,0,1,"isolated farm in the municipality of Argenbühl, Baden-Württemberg, Germany",,Q1138414,,
Hinterberg,Hinterberger,Q21450397,13,0,1,family name,,Q101352,,Hinterberger
Hinterberg,Hinterberg,Q69392225,13,0,1,cadastral municipality in Freistadt District,,Q17376095,,
Hinterberg,Hinterberg,Q112604248,13,0,1,locality in Bruck-Mürzzuschlag District,,Q11183787,,
Hinterberg,Hinterberg,Q95585537,13,0,1,locality in Melk District,,Q11183787,,
Hinterberg,Hinterberg,Q113686819,13,0,1,locality in Freistadt District,,Q11183787,,
Hinterberg,Hinterberg,Q1619628,13,0,1,,,Q11183787,,
Hinterberg,Hinterberg,Q108603480,13,0,1,"locality in St. Veit an der Glan District, Austria",,Q11183787,,
Hinterberg,Hinterberg,Q70090882,13,0,1,"cadastral municipality in St. Veit an der Glan District, Austria",,Q17376095,,
Hinterberg,Hinterberg,Q54990132,13,0,1,locality in St. Pölten District,,Q11183787,,
Haid,Haid,Q98060014,14,0,1,"locality in Engerwitzdorf, Urfahr-Umgebung District, Austria",,Q11183787,,
Haid,Haidhausen,Q1569131,14,0,1,district of Munich,,Q253019|Q123705,,Haidhausen (Munich)
Haid,curcumin,Q312266,14,0,1,"chemical compound, main yellow-orange-colored pigment and active principle of turmeric or curcuma","Terra merita|Yo-kin|Gelbwurz|C.I. 75300|Yellow puccoon|Safran D'inde|CI Natural Yellow 3|Halud|Zlut prirodni 3 [Czech]|Cucurmin|Curcumin I|Souchet|Tumeric yellow|Turmeric yellow|Kacha haldi|Yellow root|Diferuloylmethane|Hydrastis|Natural yellow 3|Haldar|1,9-Bis(4-hydroxy-3-methoxyphenyl)-2,7-nonadiene-4,6-dione|1,7-Bis(4-hydroxy-3-methoxyphenyl)-1,6-heptadiene-3,5-dione|Curcumin|E 100|Halad|Kurkumin [czech]|Turmeric oleoresin (79%-85% curcumin)|C.I. Natural Yellow 3|Diferaloylmethane|Merita earth|1,7-Bis(4-hydroxy-3-methoxyphenyl)hepta-1,6-diene-3,5-dione|Haidr",Q113145171,Q105285406,Curcumin
Haid,Hyderabad,Q1361,14,0,1,"capital of Telangana, India","City of Pearls|Hyderabad, India|Haidrābād",Q174844|Q51929311|Q11271835|Q131384521,,Hyderabad
Haid,Haid,Q3125738,14,0,1,"human settlement in Ciney, Belgium",,Q486972,,
Haid,Haid,Q65182497,14,0,1,,,Q123705|Q532|Q253019,,
Haid,Haid,Q135466768,14,0,1,"district of the market municipality of Kastl, Germany",,Q1138414|Q253019,,
Haid,Haid,Q99858641,14,0,1,district of Presseck,,Q123705,,
Haid,Haid,Q104641463,14,0,1,"hamlet in Upper Palatinate, district of Markt Lupburg",,Q123705|Q5084,,
Haid,Haid,Q107406918,14,0,1,,,Q123705,,
Haid,Haidong,Q96082008,14,0,2,given name,,Q202444,,
Haid,Haidong,Q984788,14,0,2,"prefecture-level city in Qinghai, China",East Kokonor Prefecture|haidong diqu,Q1549591|Q748149,,Haidong
Haid,Haidong Liu,Q105569578,14,0,2,nuclear physicist at UC Davis,,Q5,,
Haid,Haidong Wang,Q103102819,14,0,2,demographer,,Q5,,
Haid,Hǎidōng,Q96079632,14,0,2,Chinese given name (海東 / 海东),Haidong,Q12308941|Q22809413|Q202444,,
Haid,Haidong Wu,Q102141403,14,0,2,Ph.D. Louisiana State University 1994,,Q5,,
Haid,Haidong Kan,Q67483283,14,0,2,researcher,Kan Haidong,Q5,,
Haid,Haidong Zheng,Q114563596,14,0,2,researcher,,Q5,,
Haid,Haidong Yuan,Q102308839,14,0,2,Ph.D. Harvard University 2006,,Q5,,
Haid,Haidong Li,Q102219984,14,0,2,researcher ORCID 0000-0002-6231-043X,,Q5,,
Neuhof,Neuhof,Q624122,15,0,1,"municipality in Landkreis Fulda in Hesse, Germany",,Q116457956,,"Neuhof, Hesse"
Neuhof,Neuhof,Q105536276,15,0,1,family name,,Q101352,,
Neuhof,Neuhof,Q1636654,15,0,1,"municipal district of Taunusstein in Rheingau-Taunus-Kreis, Germany",,Q1499928|Q163301,,
Neuhof,Neuhof,Q114695519,15,0,1,"isolated dwelling in Upper Franconia, district of Selb",,Q1138414|Q253019,,
Neuhof,Neuhof,Q113993501,15,0,1,human settlement in Bruck/Leitha District,,Q486972,,
Neuhof,Neuhof,Q84047416,15,0,1,"human settlement in Arbesbach, Zwettl District",,Q486972,,
Neuhof,Neuhof an der Zenn,Q504896,15,0,1,market municipality of Germany,Neuhof|Neuhof a.d.Zenn,Q100341898|Q116457956,,Neuhof an der Zenn
Neuhof,Neuhof,Q97324453,15,0,1,"human settlement near Niesky in Saxony, Germany",,Q123705|Q253019,,
Neuhof,Neuhöf,Q81941592,15,0,1,human settlement in Gmünd District,,Q486972,,
Neuhof,Temešvár,Q1391005,15,0,1,village in Písek District of South Bohemian region,Nová Ves|Temeschwar|Temešváry|Neuhof,Q5153359,,Temešvár
Neuhof,"Neuhof an der Zenn, Hauptstraße 9",Q41349112,15,0,2,"building in Neuhof an der Zenn, Middle Franconia, Germany",,Q3947,,
Neuhaus,Neuhaus,Q1980586,16,0,1,family name,,Q101352,,Neuhaus (surname)
Neuhaus,Jindřichův Hradec,Q368929,16,0,1,town in the Czech Republic,,Q5153359|Q15978299|Q8452914|Q7841907|Q7819319,,Jindřichův Hradec
Neuhaus,Neuhaus,Q1813801,16,0,1,Belgian chocolaterie,,Q762548,,Neuhaus (chocolatier)
Neuhaus,Neuhaus,Q1427820,16,0,1,locality in Baden District,Neuhaus im Wienerwald,Q11183787,,
Neuhaus,Neuhaus,Q114341990,16,0,1,human settlement in Scheibbs District,,Q486972,,
Neuhaus,Neuhaus,Q113110824,16,0,1,human settlement in Melk District,,Q486972,,
Neuhaus,Neuhaus am Rennweg,Q371158,16,0,1,"municipality in Thuringia, Germany",,Q42744322,,Neuhaus am Rennweg
Neuhaus,Neuhausen,Q71012,16,0,1,"Municipality in the district of Mittelsachsen, Saxony, Germany","Neuhausen, Saxony|Neuhausen/Erzgeb.",Q116457956,,"Neuhausen, Saxony"
Neuhaus,Neuhaus-Langau,Q63389903,16,0,1,locality in Scheibbs District,,Q11183787,,
Neuhaus,Neuhausen am Rheinfall,Q69372,16,0,1,"municipality in the canton of Schaffhausen, Switzerland","Neuhausen am Rheinfall SH|Neuhausen, Switzerland",Q70208|Q54935504|Q902814,,Neuhausen am Rheinfall
Kolbenhof,Kolbenhof,Q114665966,17,0,1,"isolated dwelling in Upper Franconia, district of Bad Berneck i.Fichtelgebirge",,Q1138414|Q253019,,
Kolbenhof,Kolbenhoff,Q99981435,17,0,1,family name,,Q101352,,
Kolbenhof,Kolbenhof,Q21899439,17,0,1,district of Thalmässing,,Q253019|Q1138414,,
Kolbenhof,Kolbenhofstrasse,Q27331389,17,0,1,"street in the city of Zürich, Switzerland",Kolbenhof Strasse,Q79007,,
Kolbenhof,Kolbenhofereggstrasse,Q27330003,17,0,1,"street in the city of Zürich, Switzerland",Kolbenhoferegg Strasse,Q79007,,
Kolbenhof,Walter Kolbenhoff,Q107551,17,0,1,German writer (1908-1993),,Q5,,Walter Kolbenhoff
Kolbenhof,Kolbenhof,Q1779052,17,0,1,Wikimedia disambiguation page,,Q4167410,,
Neuhaus,Neuhaus,Q1980586,18,0,1,family name,,Q101352,,Neuhaus (surname)
Neuhaus,Jindřichův Hradec,Q368929,18,0,1,town in the Czech Republic,,Q5153359|Q15978299|Q8452914|Q7841907|Q7819319,,Jindřichův Hradec
Neuhaus,Neuhaus,Q1813801,18,0,1,Belgian chocolaterie,,Q762548,,Neuhaus (chocolatier)
Neuhaus,Neuhaus,Q1427820,18,0,1,locality in Baden District,Neuhaus im Wienerwald,Q11183787,,
Neuhaus,Neuhaus,Q114341990,18,0,1,human settlement in Scheibbs District,,Q486972,,
Neuhaus,Neuhaus,Q113110824,18,0,1,human settlement in Melk District,,Q486972,,
Neuhaus,Neuhaus am Rennweg,Q371158,18,0,1,"municipality in Thuringia, Germany",,Q42744322,,Neuhaus am Rennweg
Neuhaus,Neuhausen,Q71012,18,0,1,"Municipality in the district of Mittelsachsen, Saxony, Germany","Neuhausen, Saxony|Neuhausen/Erzgeb.",Q116457956,,"Neuhausen, Saxony"
Neuhaus,Neuhaus-Langau,Q63389903,18,0,1,locality in Scheibbs District,,Q11183787,,
Neuhaus,Neuhausen am Rheinfall,Q69372,18,0,1,"municipality in the canton of Schaffhausen, Switzerland","Neuhausen am Rheinfall SH|Neuhausen, Switzerland",Q70208|Q54935504|Q902814,,Neuhausen am Rheinfall
